N°	Maintenance Type	Printer	Line	PM to be done at JT	MACHINE TIME	JET TIME	PM Ecart JT	Effective PM date	Next PM	Next Jet Time	NEXT DATE	mois prevu	Année prévue	
3685	1200h	N3A13266	Line138	5980	10292	"6,070"	90	5/30/16	2400h	7270	7/19/16	7	2016	
3684	1200h	N3A13560	Line57	25840	29086	"25,840"	0	5/29/16		27040				
3683	2400h	N3A13559	Line8	38121	43986	"38,200"	79	5/28/16		39400				
3682	1200h	N3A13488	Line58	43861	48592	"43,945"	84	5/2/16		45145				
3681	2400h	N3A13721	Line78	37676	38148	"37,781"	105	4/26/16		38981				
3680	2400h	N3A13725	Line61	29680	41111	29754	74	4/29/16		30954				
3679	2400h	N3A13524	Line99	37622	44828	"37,791"	169	5/2/16		38991				
3678	4800h	N3A13524	Line99	37299	44437	"37,400"	101	4/17/16	4800h	42200				
3677	2400h	N3A13561	Line193	34906	36910	"34,940"	34	5/2/16		36140				
3676	1200h	N3A13292	Line193	17634	20449	"17,724"	90	5/3/16	2400h	18924	6/22/16	6	2016	
3675	1200h	N3A13262	Line50	40785	47486	"40,843"	58	5/3/16		42043				
3674	1200h	N3A13293	Line4	39950	44890	"40,109"	159	4/29/16		41309				
3673	2400h	N3A13557	Line132	23951	28640	"24,039"	88	5/5/16		25239				
3672	2400h	N3A13525	Line51	22117	26008	"22,113"	-4	5/5/16		23313				
3671	4800h	N3A13491	Line19	46075	49198	"46,247"	172	5/5/16	4800h	51047				
3670	2400h	N3A13491	Line19	46075	49198	"46,247"	172	5/5/16		47447				
3669	2400h	N3A13420	Line193	34540	39890	"34,733"	193	5/3/16		35933				
3668	9600h	N3A13420	Line193	34197	39549	"34,387"	190	4/18/16	9600h	43987				
3667	1200h	N3A13419	Line193	15276	32165	"15,178"	-98	5/9/16		16378				
3666	1200h	N3A13722	Line11	38985	41245	"38,978"	-7	5/7/16		40178				
3665	9600h	N3A13294	Line193	39083	42706	"38,888"	-195	5/7/16	9600h	48488				
3664	4800h	N3A13294	Line193	39083	42706	"38,888"	-195	5/7/16	4800h	43688				
3663	2400h	N3A13294	Line193	39083	42706	"38,888"	-195	5/7/16		40088				
3662	1200h	N3A13556	Line13	31206	35067	"31,386"	180	5/8/16		32586				
3661	1200h	N3A13260	Line112	42030	47468	"42,030"	0	5/8/16		43230				
3660	2400h	N3A13552	Line28	34144	42928	"34,320"	176	5/9/16		35520				
3659	2400h	N3A13827	Line193	16800	17352	"16,794"	-6	5/12/16		17994				
3658	1200h	N3A13487	Line1	39700	42803	"39,719"	19	5/12/16		40919				
3657	4800h	N3A13724	Line193	30380	39699	"30,414"	34	5/12/16	4800h	35214				
3656	2400h	N3A13724	Line193	30372	39699	"30,414"	42	5/12/16		31614				
3655	1200h	N3A13528	Line43	20953	40126	"20,980"	27	5/13/16	2400h	22180	7/2/16	7	2016	
3654	1200h	N3A13254	Line37	43615	50340	"43,680"	65	5/12/16		44880				
3653	2400h	N3A13217	Line193	17811	22485	"17,841"	30	5/9/16		19041				
3652	1200h	N3A13316	Line77	20446	22597	"20,595"	149	5/13/16	2400h	21795	7/2/16	7	2016	
3651	4800h	N3A13421	Line193	43370	50001	"43,550"	180	5/13/16	4800h	48350				
3650	2400h	N3A13421	Line193	43370	50001	"43,550"	180	5/13/16		44750				
3649	1200h	N3A13497	Line16	37596	44931	"37,683"	87	5/16/16		38883				
3648	9600h	N3A13719	Line94	39440	42309	"39,584"	144	5/21/16	9600h	49184				
3647	4800h	N3A13719	Line94	39440	42309	"39,584"	144	5/21/16	4800h	44384				
3646	2400h	N3A13719	Line94	39580	42309	"39,584"	4	5/21/16		40784				
3645	4800h	N3A13319	Line68	35054	36180	"35,204"	150	5/24/16	4800h	40004				
3644	2400h	N3A13319	Line68	35075	36180	"35,204"	129	5/24/16		36404				
3643	4800h	N3A13428	Line22	32098	49998	"32,202"	104	5/28/16	4800h	37002				
3642	2400h	N3A13428	Line22	32201	49998	"32,202"	1	5/28/16		33402				
3641	2400h	N3A13527	Line193	26367	37573	26427	60	5/16/16		27627				
3640	1200h	AS0000090359	Line193	27238	31968	"27,186"	-52	5/16/16		28386				
3638	2400h	N3A13250	Line70	31712	41734	"31,894"	182	5/21/16		33094				
3637	2400h	N3A13422	Line12	33843	41552	"33,929"	86	5/17/16		35129				
3636	1200h	N3A13207	Line193	39952	42502	"39,919"	-33	5/16/16		41119				
3635	2400h	N3A13550	Line33	44174	47235	"44,272"	98	5/17/16		45472				
3634	1200h	N3A13565	Line98	40929	47004	"41,089"	160	5/13/16		42289				
3633	2400h	N3A13495	Line41	24616	25419	"24,663"	47	5/18/16		25863				
3632	2400h	N3A13490	Line73	43563	47521	"43,629"	66	5/18/16		44829				
3631	2400h	N3A13265	Line29	38019	43220	"38,021"	2	5/19/16		39221				
3630	1200h	N3A13320	Line193	33677	42660	"33,679"	2	5/19/16		34879				
3629	2400h	AS0000090362	Line30	34945	36755	"35,100"	155	5/19/16		36300				
3628	9600h	N3A13300	Line97	38750	41145	"38,743"	-7	5/19/16	9600h	48343				
3627	4800h	N3A13300	Line97	38750	41145	"38,743"	-7	5/19/16	4800h	43543				
3626	2400h	N3A13300	Line97	38750	41145	"38,743"	-7	5/19/16		39943				
3625	1200h	N3A13558	Line119	39491	43720	"39,526"	35	5/20/16		40726				
3624	2400h	N3A13493	Line2	18063	26947	"18,038"	-25	5/21/16		19238				
3623	2400h	N3A13318	Line203	43700	46824	"43,790"	90	12/30/15	1200h	44990	2/18/16	2	2016	
3622	2400h	N3A13208	Line18	21164	25013	"21,256"	92	4/25/16		22456				
3621	2400h	N3A13299	Line103	33721	36332	"33,764"	43	4/22/16		34964				
3620	2400h	N3A13564	Line193	26984	30542	"27,044"	60	4/29/16		28244				
3619	1200h	N3A13716	Line193	31412	43725	"31,538"	126	4/30/16		32738				
3618	1200h	N3A13296	Line113	45285	49535	"45,277"	-8	4/30/16		46477				
3617	4800h	N3A13548	Line42	4920	5199	"4,920"	0	4/29/16	4800h	9720				
3616	2400h	N3A13548	Line42	4920	5199	"4,920"	0	4/29/16		6120				
3615	1200h	N3A13315	Line193	29113	33266	"29,073"	-40	3/6/16		30273				
3614	1200h	N3A13248	Line38	44402	50338	"44,432"	30	4/24/16		45632				
3613	4800h	N3A13238	Line17	34860	39800	"34,990"	130	4/4/16		39790				
3612	1200h	N3A13823	Line63	26980	29734	"27,004"	24	4/28/16		28204				
3611	4800h	N3A13825	Line21	33591	37633	"33,560"	-31	4/28/16	4800h	38360				
3610	2400h	N3A13825	Line21	33591	37633	"33,560"	-31	4/28/16		34760				
3609	2400h	N3A13499	Line31	12420	12775	"12,369"	-51	4/27/16		13569				
3608	2400h	N3A13419	Line193	13890	31061	"14,076"	186	3/21/16		15276				
3607	1200h	N3A13321	Line20	40173	44753	"40,273"	100	4/27/16		41473				
3606	1200h	N3A13548	Line42	3720	4013	"3,720"	0	3/6/16		4920				
3605	2400h	N3A13548	Line42	0	2813	"2,520"	120	1/16/16		3720				
3604	1200h	N3A13548	Line42	0	1613	"1,320"	120	11/28/15		2520				
3603	2400h	N3A13272	Line95	15497	18471	"15,497"	0	4/15/16		16697				
3602	1200h	N3A13272	Line95	14230	17271	"14,297"	67	2/23/16		15497				
3601	1200h	AS00000090360	Line114	18366	20425	"18,360"	-6	4/27/16		19560				
3600	1200h	N3A13826	Line6	18055	18331	"18,040"	-15	4/27/16		19240				
3599	9600h	N3A13558	Line119	38462	42443	"38,291"	-171	4/6/16	9600h	47891				
3598	4800h	N3A13558	Line119	38234	42443	"38,291"	57	4/6/16	4800h	43091				
3597	2400h	N3A13558	Line119	38121	42443	"38,291"	170	4/6/16		39491				
3596	2400h	N3A13717	Line105	30413	33190	30549	136	3/29/16		31749				
3595	1200h	N3A13247	Line69	37265	47825	"37,213"	-52	4/1/16		38413				
3594	1200h	N3A13420	Line193	33196	38489	"33,340"	144	3/2/16		34540				
3593	2400h	AS0000090363	Line65	7737	8040	"7,743"	6	4/6/16		8943				
3592	2400h	N3A13238	Line17	34860	39800	"34,990"	130	4/4/16		36190				
3591	4800h	N3A13525	Line51	21637	25705	"21,832"	195	4/21/16	4800h	26632				
3590	1200h	N3A13314	Line193	38791	44843	"38,972"	181	4/26/16		40172				
3589	2400h	N3A13417	Line34	35763	41275	"35,905"	142	4/26/16		37105				
3588	4800h	N3A13417	Line34	35723	41275	"35,905"	182	4/26/16	4800h	40705				
3587	4800h	N3A13554	Line71	40786	42835	"40,902"	116	4/23/16	4800h	45702				
3586	2400h	N3A13554	Line71	40742	42835	"40,902"	160	4/23/16		42102				
3585	1200h	N3A13418	Line87	26826	42189	"27,015"	189	4/26/16		28215				
3584	2400h	N3A13560	Line57	24579	27857	"24,640"	61	4/7/16		25840				
3583	1200h	N3A13270	Line22	11120	22670	"11,230"	110	4/8/16		12430				
3582	1200h	N3A13426	Line52	30773	33005	"30,819"	46	4/12/16		32019				
3581	1200h	N3A13819	Line75	37662	42367	"37,727"	65	4/13/16		38927				
3580	2400h	N3A13249	Line194	40281	44747	"40,396"	115	4/13/16		41596				
3579	2400h	N3A13298	Line15	43972	48332	"44,020"	48	4/14/16		45220				
3578	2400h	N3A13310	Line9	46693	48694	"46,671"	-22	4/14/16		47871				
3577	2400h	N3A13723	Line85	16752	18182	"16,814"	62	4/13/16		18014				
3576	4800h	N3A13427	Line23	43072	48906	"43,272"	200	4/14/16	4800h	48072				
3575	1200h	N3A13218	Line193	28660	33434	"28,636"	-24	4/15/16		29836				
3574	1200h	N3A13246	Line116	24301	29108	"24,418"	117	4/14/16		25618				
3573	4800h	N3A13720	Line67	46190	46600	"46,350"	160	4/19/16	4800h	51150				
3572	2400h	N3A13720	Line67	46190	46600	"46,350"	160	4/19/16		47550				
3571	4800h	N3A13263	Line107	40930	44100	"41,110"	180	4/19/16	4800h	45910				
3570	2400h	N3A13263	Line107	40930	44100	"41,110"	180	4/19/16		42310				
3569	1200h	N3A13496	Line81	22318	23070	"22,402"	84	4/23/16		23602				
3568	2400h	N3A13427	Line23	43428	49127	"43,485"	57	4/23/16		44685				
3567	2400h	N3A13555	Line49	33933	35612	33984	51	4/23/16		35184				
3566	2400h	N3A13273	Line194	43590	48894	43627	37	4/23/16		44827				
3565	2400h	N3A13489	Line56	34067	45504	"34,156"	89	4/23/16		35356				
3564	1200h	N3A13291	Line60	38883	44582	"39,030"	147	4/19/16		40230				
3563	4800h	N3A13553	Line193	33965	38176	"34,022"	57	4/18/16	4800h	38822				
3562	2400h	N3A13553	Line193	33965	38176	"34,022"	57	4/18/16		35222				
3561	9600h	N3A13207	Line80	38659	41241	"38,752"	93	3/25/16	9600h	48352				
3560	4800h	N3A13207	Line80	38659	41241	"38,752"	93	3/25/16	4800h	43552				
3559	2400h	N3A13207	Line80	38659	41241	"38,752"	93	3/25/16		39952				
3558	4800h	N3A13487	Line1	38545	41650	"38,500"	-45	3/28/16	4800h	43300				
3557	1200h	N3A13428	Line86	31162	48690	"31,001"	-161	3/30/16		32201				
3556	2400h	N3A13488	Line58	42527	47288	"42,661"	134	3/8/16		43861				
3555	2400h	AS00000090360	Line114	17187	19230	"17,166"	-21	3/8/16		18366				
3554	2400h	N3A13254	Line37	42548	48868	"42,415"	-133	3/8/15		43615				
3553	1200h	N3A13511	Line193	26711	43324	"26,800"	89	3/11/16		28000				
3552	4800h	N3A13557	Line132	22619	27312	"22,751"	132	3/12/16	4800h	27551				
3551	1200h	N3A13557	Line132	22730	27312	"22,751"	21	3/12/16		23951				
3550	1200h	N3A13491	Line19	44718	47803	"44,875"	157	2/12/16		46075				
3549	1200h	N3A13827	Line193	15619	16133	"15,600"	-19	3/13/16		16800				
3548	4800h	N3A13565	Line98	39730	45702	"39,729"	-1	3/13/16	4800h	44529				
3547	2400h	N3A13565	Line98	39730	45702	"39,729"	-1	3/13/16		40929				
3546	9600h	N3A13316	Line77	19310	21161	"19,246"	-64	3/14/16	9600h	28846				
3545	4800h	N3A13316	Line77	19258	21161	"19,246"	-12	3/14/16	4800h	24046				
3544	2400h	N3A13316	Line77	19246	21161	"19,246"	0	3/14/16		20446				
3543	2400h	N3A13826	Line6	16855	17128	"16,855"	0	3/8/16		18055				
3542	1200h	N3A13524	Line99	36295	43457	36422	127	3/6/16		37622				
3541	4800h	N3A13823	Line63	25714	28453	"25,780"	66	3/5/16	4800h	30580				
3540	2400h	N3A13823	Line63	25714	28453	"25,780"	66	3/5/16		26980				
3539	1200h	N3A13564	Line193	25774	29247	"25,784"	10	3/5/16		26984				
3538	2400h	N3A13248	Line38	43044	49104	"43,202"	158	3/4/16		44402				
3537	1200h	N3A13552	Line28	32910	41510	"32,944"	34	3/3/16		34144				
3536	1200h	N3A13273	Line64	42321	47655	"42,390"	69	3/2/16		43590				
3535	1200h	N3A13555	Line105	32697	34359	32733	36	3/2/16		33933				
3534	1200h	N3A13261	Line88	29763	32899	"29,851"	88	3/14/16		31051				
3533	4800h	N3A13217	Line193	16550	21247	"16,611"	61	3/18/16	4800h	21411				
3532	1200h	N3A13217	Line193	16621	21247	"16,611"	-10	3/18/16		17811				
3531	1200h	N3A13319	Line68	33975	35049	"33,875"	-100	3/28/16		35075				
3530	1200h	N3A13300	Line97	37606	39949	"37,550"	-56	3/29/16		38750				
3529	1200h	N3A13250	Line92	30400	40307	"30,512"	112	3/29/16		31712				
3528	1200h	N3A13429	Line70	43300	49230	"43,470"	170	3/29/16		44670				
3527	1200h	AS0000090362	Line30	33647	35399	"33,745"	98	3/23/16		34945				
3526	9600h	N3A13320	Line1	32488	41425	"32,477"	-11	3/20/16	9600h	42077				
3525	4800h	N3A13320	Line1	32278	41425	"32,477"	199	3/20/16	4800h	37277				
3524	2400h	N3A13320	Line1	32488	41425	"32,477"	-11	3/20/16		33677				
3523	2400h	N3A13722	Line11	37669	40040	"37,785"	116	3/15/16		38985				
3522	2400h	N3A13251	Line193	37853	42914	"37,946"	93	3/16/16		39146				
3521	1200h	N3A13421	Line193	42040	48500	"42,170"	130	3/17/16		43370				
3520	1200h	N3A13424	Line193	35863	42950	"36,058"	195	3/11/16		37258				
3519	1200h	N3A13493	Line2	16942	25770	"16,863"	-79	3/28/16		18063				
3518	2400h	N3A13487	Line1	38545	41650	"38,500"	-45	3/28/16		39700				
3517	1200h	N3A13550	Line33	42979	45921	"42,974"	-5	3/17/16		44174				
3516	1200h	N3A13422	Line12	32596	40250	"32,643"	47	3/18/16		33843				
3515	1200h	N3A13559	Line8	36795	42364	"36,921"	126	3/18/16		38121				
3514	1200h	N3A13724	Line193	29211	38395	"29,172"	-39	3/19/16		30372				
3513	1200h	N3A13525	Line51	20923	24700	"20,917"	-6	3/8/16		22117				
3512	1200h	N3A13265	Line29	36688	41874	"36,819"	131	3/21/16		38019				
3511	2400h	AS0000090359	Line193	25995	30557	"26,038"	43	3/21/16		27238				
3510	2400h	N3A13497	Line16	36358	43627	"36,396"	38	3/22/16		37596				
3509	1200h	N3A13527	Line193	25314	36305	"25,167"	-147	3/24/16		26367				
3508	4800h	N3A13260	Line112	40700	46100	"40,830"	130	3/22/16	4800h	45630				
3507	2400h	N3A13260	Line112	40700	46100	"40,830"	130	3/22/16		42030				
3506	1200h	N3A13490	Line193	42340	46233	"42,363"	23	3/25/16		43563				
3505	1200h	N3A13719	Line94	38408	41035	"38,380"	-28	3/26/16		39580				
3504	1200h	N3A13718	Line193	15430	18167	"15,399"	-31	3/23/16		16599				
3503	9600h	N3A13292	Line193	16334	19159	"16,434"	100	3/7/16	9600h	26034				
3502	4800h	N3A13292	Line193	16334	19159	"16,434"	100	3/7/16	4800h	21234				
3501	2400h	N3A13292	Line193	16334	19159	"16,434"	100	3/7/16		17634				
3500	1200h	N3A13495	Line41	23384	24131	"23,416"	32	3/11/16		24616				
3499	1200h	N3A13294	Line193	37821	41466	"37,883"	62	3/9/16		39083				
3498	2400h	N3A13296	Line15	43903	48341	"44,085"	182	3/9/16		45285				
3497	1200h	N3A13825	Line21	32208	36534	"32,391"	183	3/9/16		33591				
3496	1200h	N3A13561	Line193	33729	35669	"33,706"	-23	3/9/16		34906				
3495	4800h	N3A13527	Line193	24099	35133	24114	15	2/4/16	4800h	28914				
3494	2400h	N3A13527	Line193	24163	35133	24114	-49	2/4/16		25314				
3493	4800h	N3A13559	Line8	35415	40610	"35,595"	180	1/8/16		40395				
3492	2400h	N3A13559	Line8	35415	40610	"35,595"	180	1/8/16		36795				
3491	9600h	N3A13247	Line69	36065	46646	"36,065"	0	2/1/16	9600h	45665				
3490	2400h	N3A13247	Line69	36065	46646	"36,065"	0	2/1/16		37265				
3489	1200h	N3A13427	Line23	42150	47832	"42,228"	78	2/29/16		43428				
3488	1200h	N3A13489	Line56	32826	43767	"32,867"	41	2/3/16		34067				
3487	1200h	N3A13299	Line103	32492	35075	"32,521"	29	2/29/16		33721				
3486	2400h	N3A13718	Line193	14158	16998	"14,230"	72	1/30/16		15430				
3485	2400h	N3A13262	Line50	39561	45877	"39,585"	24	2/27/16		40785				
3484	4800h	AS0000090363	Line65	6347	6833	"6,537"	190	2/15/16		11337				
3483	1200h	AS0000090363	Line65	6498	6833	"6,537"	39	2/15/16		7737				
3482	4800h	N3A13547	Line193	29614	33945	"29,788"	174	1/26/16	4800h	34588				
3481	1200h	N3A13487	Line1	37150	40412	"37,345"	195	2/2/16		38545				
3480	2400h	N3A13418	Line87	25572	40426	"25,626"	54	2/3/16		26826				
3479	1200h	N3A13717	Line105	29113	31863	29213	100	2/4/16		30413				
3478	2400h	N3A13313	Line76	45210	48990	"45,290"	80	2/8/16		46490				
3477	1200h	N3A13253	Line29	40668	47882	"40,711"	43	2/12/16	2400h	41911	4/2/16	4	2016	
3476	1200h	N3A13720	Line67	44923	45239	"44,990"	67	2/16/16		46190				
3475	2400h	N3A13819	Line75	36454	41010	"36,462"	8	2/16/16		37662				
3474	1200h	N3A13249	Line10	39096	43422	"39,081"	-15	2/16/16		40281				
3473	9600h	N3A13246	Line116	22968	27768	"23,101"	133	2/17/16	9600h	32701				
3472	4800h	N3A13246	Line116	22968	27768	"23,101"	133	2/17/16	4800h	27901				
3471	2400h	N3A13246	Line116	22968	27768	"23,101"	133	2/17/16		24301				
3470	1200h	N3A13723	Line85	15495	16845	"15,552"	57	2/18/16		16752				
3469	1200h	N3A13551	Line193	31842	34176	"31,810"	-32	2/16/16		33010				
3468	2400h	N3A13291	Line60	37681	43151	"37,683"	2	2/19/16		38883				
3467	2400h	N3A13496	Line81	21286	21762	"21,118"	-168	2/26/16		22318				
3466	2400h	N3A13314	Line193	37543	43346	"37,591"	48	2/23/16		38791				
3465	9600h	N3A13208	Line18	19964	23697	"19,964"	0	2/26/16	9600h	29564				
3464	1200h	N3A13208	Line18	19964	23697	"19,964"	0	2/26/16		21164				
3463	1200h	N3A13263	Line107	39720	42655	"39,730"	10	2/19/16		40930				
3462	1200h	N3A13554	Line71	39450	41453	"39,542"	92	2/19/16		40742				
3461	4800h	N3A13426	Line52	29695	31758	"29,573"	-122	2/20/16	4800h	34373				
3460	2400h	N3A13426	Line52	29695	31758	"29,573"	-122	2/20/16		30773				
3459	4800h	N3A13293	Line4	38750	43490	"38,750"	0	2/18/16		43550				
3458	4800h	N3A13321	Line20	38992	44232	"38,973"	-19	2/24/16	4800h	43773				
3456	2400h	N3A13321	Line20	38950	44232	"38,973"	23	2/24/16		40173				
3455	1200h	N3A13721	Line78	36386	42255	"36,476"	90	2/23/16		37676				
3454	2400h	N3A13293	Line4	38750	43490	"38,750"	0	2/18/16		39950				
3453	4800h	N3A13556	Line13	29898	33381	"30,006"	108	2/20/16		34806				
3452	2400h	N3A13556	Line13	29898	33381	"30,006"	108	2/20/16		31206				
3451	2400h	N3A13252	Line44	25249	27531	"25,259"	10	2/20/16		26459				
3450	1200h	N3A13298	Line15	42844	47081	"42,772"	-72	1/22/16		43972				
3449	4800h	N3A13819	Line75	36605	41200	"36,635"	30	2/24/16		41435				
3448	1200h	N3A13417	Line34	34551	39928	"34,563"	12	2/15/16		35763				
3447	1200h	N3A13310	Line9	45494	47516	"45,493"	-1	2/23/16		46693				
3446	1200h	N3A13553	Line31	32793	36909	"32,765"	-28	2/23/16		33965				
3445	9600h	N3A13716	Line193	30230	42158	"30,212"	-18	2/23/16	9600h	39812				
3444	4800h	N3A13716	Line193	30230	42158	"30,212"	-18	2/23/16	4800h	35012				
3443	2400h	N3A13716	Line193	30230	42158	"30,212"	-18	2/23/16		31412				
3442	2400h	N3A13493	Line2	15680	24535	"15,742"	62	2/4/16		16942				
3441	1200h	N3A13320	Line193	31219	40130	"31,288"	69	2/2/16		32488				
3440	2400h	N3A13825	Line21	30847	35159	"31,008"	161	1/12/16		32208				
3439	4800h	AS0000090362	Line30	31951	33604	"31,951"	0	1/8/16		36300				
3438	9600h	N3A13270	Line22	9736	21362	"9,920"	184	2/10/16	9600h	19520				
3437	4800h	N3A13270	Line22	9736	21362	"9,920"	184	2/10/16	4800h	14720				
3436	2400h	N3A13270	Line22	9943	21362	"9,920"	-23	2/10/16		11120				
3435	2400h	N3A13218	Line193	27433	31835	"27,460"	27	2/8/16		28660				
3434	2400h	N3A13319	Line68	32746	33919	"32,775"	29	2/9/16		33975				
3433	2400h	N3A13300	Line97	36302	38804	"36,406"	104	2/9/16		37606				
3432	2400h	N3A13719	Line94	37110	39862	"37,208"	98	2/8/16		38408				
3431	1200h	N3A13560	Line57	23367	26502	"23,379"	12	2/10/16		24579				
3430	2400h	AS0000090362	Line30	32354	34100	"32,447"	93	1/28/16		33647				
3429	4800h	N3A13265	Line193	35452	40472	"35,488"	36	1/22/16	4800h	40288				
3428	2400h	N3A13265	Line193	35397	40472	"35,488"	91	1/22/16		36688				
3427	2400h	AS0000090363	Line65	5260	36234	"5,298"	38	12/26/15		6498				
3426	2400h	N3A13420	Line193	31919	37078	"31,996"	77	12/31/15		33196				
3425	1200h	N3A13420	Line193	30666	35794	30719	53	11/6/15		31919				
3424	2400h	N3A13554	Line71	38285	40154	"38,250"	-35	12/27/15		39450				
3423	4800h	N3A13298	Line15	41526	45953	"41,644"	118	1/4/16		46444				
3422	2400h	N3A13298	Line15	41526	45953	"41,644"	118	1/4/16		42844				
3421	4800h	N3A13490	Line73	41159	44919	"41,140"	-19	1/28/16		45940				
3420	2400h	N3A13490	Line73	41171	44919	"41,140"	-31	1/28/16		42340				
3419	9600h	N3A13547	Line193	29614	33945	"29,788"	174	1/26/16	9600h	39388				
3418	2400h	N3A13547	Line193	29840	33945	"29,788"	-52	1/26/16		30988				
3417	1200h	N3A13497	Line16	35130	42333	"35,158"	28	1/29/16		36358				
3416	1200h	N3A13316	Line77	17964	19845	"18,046"	82	1/27/16		19246				
3415	4800h	N3A13429	Line70	42000	47980	"42,100"	100	1/18/16		46900				
3414	2400h	N3A13429	Line70	42000	47980	"42,100"	100	1/18/16		43300				
3413	2400h	N3A13250	Line92	29193	39230	"29,200"	7	1/22/16		30400				
3412	1200h	N3A13565	Line98	38426	44200	"38,530"	104	1/22/16		39730				
3411	4800h	N3A13493	Line2	15481	24320	"15,527"	46	1/26/15		20327				
3410	1200h	N3A13558	Line119	36921	41030	"36,921"	0	1/26/16		38121				
3409	9600h	N3A13724	Line193	28035	37134	"28,011"	-24	1/26/16	9600h	37611				
3408	2400h	N3A13724	Line193	27966	37134	"28,011"	45	1/26/16		29211				
3407	9600h	N3A13422	Line12	31339	38989	"31,396"	57	1/26/16	9600h	40996				
3406	4800h	N3A13422	Line12	31339	38989	"31,396"	57	1/26/16		36500				
3405	2400h	N3A13422	Line12	31339	38989	"31,396"	57	1/26/16		32596				
3404	4800h	N3A13550	Line33	41720	44719	"41,779"	59	1/27/16		46579				
3403	2400h	N3A13550	Line33	41720	44719	"41,779"	59	1/27/16		42979				
3402	1200h	N3A13238	Line17	33500	38440	"33,660"	160	1/20/16		34860				
3401	4800h	N3A13310	Line9	44151	46315	"44,294"	143	1/4/16	4800h	49094				
3400	2400h	N3A13310	Line9	44151	46315	44294	143	1/4/16		45494				
3399	2400h	N3A13427	Line23	40841	46512	40950	109	1/5/16		42150				
3398	1200h	N3A13248	Line38	41839	47700	41844	5	1/4/16		43044				
3397	1200h	N3A13314	Line193	36354	41828	36343	-11	12/22/15		37543				
3396	1200h	AS00000090360	Line114	15971	18045	15987	16	1/5/16		17187				
3395	1200h	AS0000090359	Line193	24785	29189	24795	10	1/5/16		25995				
3394	2400h	N3A13553	Line31	31423	35701	31593	170	1/6/16		32793				
3393	2400h	N3A13721	Line44	35086	40626	35186	100	12/2/15		36386				
3392	1200h	N3A13826	Line6	15662	15923	15655	-7	1/4/16		16855				
3391	1200h	N3A13496	Line81	20013	20422	20086	73	1/1/16		21286				
3390	9600h	N3A13496	Line81	20013	20422	20086	73	1/1/16	9600h	29686				
3389	4800h	N3A13496	Line81	20013	20428	20092	73	1/1/16		24892				
3388	1200h	N3A13426	Line52	28407	30679	28495	88	1/6/16		29695				
3387	1200h	N3A13262	Line50	38316	44653	38361	45	1/6/16		39561				
3386	4800h	N3A13208	Line18	18650	22491	18764	114	1/7/16		23747				
3385	2400h	N3A13208	Line18	18650	22491	18764	114	1/7/16		19964				
3384	1200h	N3A13818	Line121	3650	6745	3711	61	1/8/16		4911				
3383	4800h	N3A13299	Line103	31246	33845	31292	46	1/7/16		36092				
